Hotel Forty Two|Zagreb|3|D|Italy|10|everything was great. best hotel for the money from my travels so far|-
Hotel Forty Two|Zagreb|3|Noha|Egypt|9.6|The rooms,are very nice decorated. The bathrooms are also very nice decorated. Very elegant taste. Excellent breakfast. Nice helpful staff. Cozy atmosphere|Almost nothing. However some additions would be good like a mirror in the room, drawers, and tools for hanging stuff in the bathroom
Hotel Forty Two|Zagreb|3|Adela|Australia|7.9|the room is comfortable enough. the hosts are nice, husband and wife team|The location is not good, Judging purely on appearance and cab driver comments, the hotel is located in a bad neighbourhood. Next time will definatley stay sloser to city Also the hotel doesnt have lifts, so have to carry lugge up several flights of stairs.
Hotel Forty Two|Zagreb|3|Darko|Croatia|7.9|There was no hot water for shower, when they fixed it I already had to leave.|-
Hotel Forty Two|Zagreb|3|Craig|Australia|7.5|Bathroom large shower large bed huge room really great all the answers were smiley faces. The page seemed to / Did not calculate correctly.|-
Hotel Forty Two|Zagreb|3|Nenad|Montenegro|9.6|Friendly staff, breakfast|-
Hotel Forty Two|Zagreb|3|Julija|Slovenia|10|I just loved staying here. Breakfast was ok, but I didn't like coffee. Room was awesome, so modern and chic! Hope to be back. :)|-
Hotel Forty Two|Zagreb|3|Drazen|Croatia|9.2|The young woman that was working on the reception was excellent person,very kind and great support for advice!Very clean and nice hotel for the money you spent!|Everything was nice!
Hotel Forty Two|Zagreb|3|Ivica|Croatia|7.5|comfortable bed .|Sewage smell in hotel ,no bathrobe or slippers
Hotel Forty Two|Zagreb|3|Katja|Slovenia|9.2|Great view from the room, nice sunshine view of a town, best jacuzzi ever - more than big enough for two. They served us delicious coffee for a breakfast. No problem with a parking spot. Staff very helpful and nice. We will come back for sure!|We liked everything.
Hotel Forty Two|Zagreb|3|Stanley|Croatia|7.1|wc|nothing special
Hotel Forty Two|Zagreb|3|Adina|Switzerland|8.3|Comfy beds, room enough equipped for a 3 star, good for overnight stay. Breakfast limited but good, friendly staff.|No soundproof rooms, a little far from city center.
Hotel Forty Two|Zagreb|3|Kim|United Kingdom|10|Very clean staff was very helpful and friendly|Nothing
Hotel Forty Two|Zagreb|3|Michelle|Croatia|7.5|The room was very clean.|We were on the ground floor next to the reception. Very poor soundproofing, we heard the staff talking as if they were in our room. Also the view from our window was quite disappointing. There were 4 garbage bags next to our window as well as other junk scattered.
Hotel Forty Two|Zagreb|3|T|Czech Republic|8.3|Quiet location. Jug kettle on the room.|No elevator. Very small desk on the room. Very soft mattress.
Hotel Forty Two|Zagreb|3|Noha|Egypt|9.6|The rooms,are very nice decorated. The bathrooms are also very nice decorated. Very elegant taste. Excellent breakfast. Nice helpful staff. Cozy atmosphere|Almost nothing. However some additions would be good like a mirror in the room, drawers, and tools for hanging stuff in the bathroom
Hotel Forty Two|Zagreb|3|Amra|Bosnia and Herzegovina|10|Staff very kind|ventilation. in the morning smell from kitchen feels in rooms
Hotel Forty Two|Zagreb|3|Nenad|Montenegro|9.6|Friendly staff, breakfast|-
Hotel Forty Two|Zagreb|3|Darko|Croatia|7.9|There was no hot water for shower, when they fixed it I already had to leave.|-
Hotel Forty Two|Zagreb|3|Adela|Australia|7.9|the room is comfortable enough. the hosts are nice, husband and wife team|The location is not good, Judging purely on appearance and cab driver comments, the hotel is located in a bad neighbourhood. Next time will definatley stay sloser to city Also the hotel doesnt have lifts, so have to carry lugge up several flights of stairs.
Hotel Forty Two|Zagreb|3|Craig|Australia|7.5|Bathroom large shower large bed huge room really great all the answers were smiley faces. The page seemed to / Did not calculate correctly.|-
Hotel Forty Two|Zagreb|3|Julija|Slovenia|10|I just loved staying here. Breakfast was ok, but I didn't like coffee. Room was awesome, so modern and chic! Hope to be back. :)|-
Hotel Forty Two|Zagreb|3|Ivica|Croatia|7.5|comfortable bed .|Sewage smell in hotel ,no bathrobe or slippers
Hotel Forty Two|Zagreb|3|João|Portugal|9.2|Very modern and spacious room Friendly staff|Couldn't find any
Hotel Forty Two|Zagreb|3|Kärt|Estonia|7.1|Clean.|Falls were very thin - noise from lobby respond to the room. Even a lighting from lobby came forward the room door. No view, no change to open the window - hotel workers were smoking behind it. There were no ventilatsion, so no air to breathe througt the night. No hairdryer and very small bathroom. No water pressure on shower. Free parking was near by on a public parkingplace.
Hotel Forty Two|Zagreb|3|Niko10|Croatia|10|Great staff.|-
Hotel Forty Two|Zagreb|3|Arnoldo|USA|7.9|The lady’s were extremely nice. We asked for the elevator and that was none so they took our luggage up the stairs. They were very accommodating.|-
Hotel Forty Two|Zagreb|3|Andrei|Romania|8.8|The property has enough options for parking around. It is located in a quiet neighbourhood, close to a shop and an ATM. The room was modern, spacious, clean and the bed large and comfortable. Also, the room was pretty quiet. The bathroom was also clean and modern. The staff was nice and helpful.|When we arrived in the room, toiletries were missing (but, on the other hand, the situation was quickly fixed when we asked for them). Breakfast did not have many options. Also breakfast was not always refilled, if you arrived closer to closing hours. The A/C needs cleaning inside. There is no elevator.
Hotel Forty Two|Zagreb|3|Toni|Croatia|10|Everything|-
Hotel Forty Two|Zagreb|3|Libor|Czech Republic|9.6|Personal was great and helpful and the room was clean and comfortable.|-
Hotel Forty Two|Zagreb|3|Balazs|Hungary|9.6|The hotel was comfortable and clean with great public transport connections to everywhere.|-
Hotel Forty Two|Zagreb|3|Róbert|Slovakia|9.2|The hotel is very stylish, modern. The room is big, the bed is comfy. The area is very peaceful and calm and yet everything is close (shops, tram station).|Our room was on the ground floor, quite close to the reception. It was quite disturbing that we heard every phone call in the evening. We also did not like that the hotel staff was smoking a lot very close to our window, so it was impossible for us to open the window.
Hotel Forty Two|Zagreb|3|Virlan|Romania|9.2|The room was clean and the bad was comfortable. The bathroom was modern and clean.|The fridge is missing.
Hotel Forty Two|Zagreb|3|Adela|Australia|7.9|the room is comfortable enough. the hosts are nice, husband and wife team|The location is not good, Judging purely on appearance and cab driver comments, the hotel is located in a bad neighbourhood. Next time will definatley stay sloser to city Also the hotel doesnt have lifts, so have to carry lugge up several flights of stairs.
Hotel Forty Two|Zagreb|3|Craig|Australia|7.5|Bathroom large shower large bed huge room really great all the answers were smiley faces. The page seemed to / Did not calculate correctly.|-
Hotel Forty Two|Zagreb|3|Nenad|Montenegro|9.6|Friendly staff, breakfast|-
Hotel Forty Two|Zagreb|3|Julija|Slovenia|10|I just loved staying here. Breakfast was ok, but I didn't like coffee. Room was awesome, so modern and chic! Hope to be back. :)|-
Hotel Forty Two|Zagreb|3|João|Portugal|9.2|Very modern and spacious room Friendly staff|Couldn't find any
Hotel Forty Two|Zagreb|3|Ivica|Croatia|7.5|comfortable bed .|Sewage smell in hotel ,no bathrobe or slippers
Hotel Forty Two|Zagreb|3|Kärt|Estonia|7.1|Clean.|Falls were very thin - noise from lobby respond to the room. Even a lighting from lobby came forward the room door. No view, no change to open the window - hotel workers were smoking behind it. There were no ventilatsion, so no air to breathe througt the night. No hairdryer and very small bathroom. No water pressure on shower. Free parking was near by on a public parkingplace.
Hotel Forty Two|Zagreb|3|Niko10|Croatia|10|Great staff.|-
Hotel Forty Two|Zagreb|3|Toni|Croatia|10|Everything|-
Hotel Forty Two|Zagreb|3|Arnoldo|USA|7.9|The lady’s were extremely nice. We asked for the elevator and that was none so they took our luggage up the stairs. They were very accommodating.|-
Hotel Forty Two|Zagreb|3|Andrei|Romania|8.8|The property has enough options for parking around. It is located in a quiet neighbourhood, close to a shop and an ATM. The room was modern, spacious, clean and the bed large and comfortable. Also, the room was pretty quiet. The bathroom was also clean and modern. The staff was nice and helpful.|When we arrived in the room, toiletries were missing (but, on the other hand, the situation was quickly fixed when we asked for them). Breakfast did not have many options. Also breakfast was not always refilled, if you arrived closer to closing hours. The A/C needs cleaning inside. There is no elevator.
Hotel Forty Two|Zagreb|3|Libor|Czech Republic|9.6|Personal was great and helpful and the room was clean and comfortable.|-
Hotel Forty Two|Zagreb|3|Virlan|Romania|9.2|The room was clean and the bad was comfortable. The bathroom was modern and clean.|The fridge is missing.
Hotel Forty Two|Zagreb|3|Róbert|Slovakia|9.2|The hotel is very stylish, modern. The room is big, the bed is comfy. The area is very peaceful and calm and yet everything is close (shops, tram station).|Our room was on the ground floor, quite close to the reception. It was quite disturbing that we heard every phone call in the evening. We also did not like that the hotel staff was smoking a lot very close to our window, so it was impossible for us to open the window.
Hotel Forty Two|Zagreb|3|Elisabet|Spain|8.8|The recepcionist was really kind to us. There is a parking just a few meters from the hotel. The breakfast was really good.|-
Hotel Forty Two|Zagreb|3|Loriane|Romania|8.3|The airconditionner was very noisy...|-
Hotel Forty Two|Zagreb|3|Balazs|Hungary|9.6|The hotel was comfortable and clean with great public transport connections to everywhere.|-
Hotel Forty Two|Zagreb|3|Leonora|Philippines|9.2|Nice clean new hotel in a quiet place. Old town is one tram ride away and near main bus station.|-
Hotel Forty Two|Zagreb|3|Tina|United Kingdom|7.5|Large rooms, big bed, nice bathroom and very quiet. Very nicely done, very clean ans the breakfast was good|No elevator, we had to carry our baby and the pushchair.
Hotel Forty Two|Zagreb|3|Raimonds|Latvia|9.6|Adding some warm dishes to the breakfast would make it brilliant place to stay!|-
Hotel Forty Two|Zagreb|3|Jordan|United Kingdom|8.8|Hotel and staff very good.|Location too far out enough to put me off staying here again
Hotel Forty Two|Zagreb|3|Marek|Czech Republic|9.6|For a 3* hotel rather a clear 4* quality interior and design, decent breakfast. Exceptionally comfortable bed as we prefer harder mattraces. Free parking just 40m away. Had no problem with an extra kid aged 8 staying in our bed.|-
Hotel Forty Two|Zagreb|3|Jernej|Slovenia|10|Very good breakfast, nice staff! Thumbs up.|/
Hotel Forty Two|Zagreb|3|Valerij|Germany|10|Air conditioner, clean room, big bed. Breakfast ok. Free parking places near hotel.|Thin walls, you hear talks in the main floor, but acceptable.
Hotel Forty Two|Zagreb|3|Andrei|Romania|8.8|The property has enough options for parking around. It is located in a quiet neighbourhood, close to a shop and an ATM. The room was modern, spacious, clean and the bed large and comfortable. Also, the room was pretty quiet. The bathroom was also clean and modern. The staff was nice and helpful.|When we arrived in the room, toiletries were missing (but, on the other hand, the situation was quickly fixed when we asked for them). Breakfast did not have many options. Also breakfast was not always refilled, if you arrived closer to closing hours. The A/C needs cleaning inside. There is no elevator.
Hotel Forty Two|Zagreb|3|Virlan|Romania|9.2|The room was clean and the bad was comfortable. The bathroom was modern and clean.|The fridge is missing.
Hotel Forty Two|Zagreb|3|Róbert|Slovakia|9.2|The hotel is very stylish, modern. The room is big, the bed is comfy. The area is very peaceful and calm and yet everything is close (shops, tram station).|Our room was on the ground floor, quite close to the reception. It was quite disturbing that we heard every phone call in the evening. We also did not like that the hotel staff was smoking a lot very close to our window, so it was impossible for us to open the window.
Hotel Forty Two|Zagreb|3|Libor|Czech Republic|9.6|Personal was great and helpful and the room was clean and comfortable.|-
Hotel Forty Two|Zagreb|3|Balazs|Hungary|9.6|The hotel was comfortable and clean with great public transport connections to everywhere.|-
Hotel Forty Two|Zagreb|3|Elisabet|Spain|8.8|The recepcionist was really kind to us. There is a parking just a few meters from the hotel. The breakfast was really good.|-
Hotel Forty Two|Zagreb|3|Annaliese|South Africa|7.9|Clean and helpful staff. Good breakfast.|Too far from the old city
Hotel Forty Two|Zagreb|3|Leonora|Philippines|9.2|Nice clean new hotel in a quiet place. Old town is one tram ride away and near main bus station.|-
Hotel Forty Two|Zagreb|3|Tina|United Kingdom|7.5|Large rooms, big bed, nice bathroom and very quiet. Very nicely done, very clean ans the breakfast was good|No elevator, we had to carry our baby and the pushchair.
Hotel Forty Two|Zagreb|3|Raimonds|Latvia|9.6|Adding some warm dishes to the breakfast would make it brilliant place to stay!|-
Hotel Forty Two|Zagreb|3|Jordan|United Kingdom|8.8|Hotel and staff very good.|Location too far out enough to put me off staying here again
Hotel Forty Two|Zagreb|3|Marek|Czech Republic|9.6|For a 3* hotel rather a clear 4* quality interior and design, decent breakfast. Exceptionally comfortable bed as we prefer harder mattraces. Free parking just 40m away. Had no problem with an extra kid aged 8 staying in our bed.|-
Hotel Forty Two|Zagreb|3|Jernej|Slovenia|10|Very good breakfast, nice staff! Thumbs up.|/
Hotel Forty Two|Zagreb|3|Valerij|Germany|10|Air conditioner, clean room, big bed. Breakfast ok. Free parking places near hotel.|Thin walls, you hear talks in the main floor, but acceptable.
Hotel Forty Two|Zagreb|3|Loriane|Romania|8.3|The airconditionner was very noisy...|-
Hotel Forty Two|Zagreb|3|Annaliese|South Africa|7.9|Clean and helpful staff. Good breakfast.|Too far from the old city
Hotel Forty Two|Zagreb|3|Milan|Croatia|8.3|new hotel, almost sterile clean, decent breakfest|No view, small room window. Nothing to complain, but nothing to like either
Hotel Forty Two|Zagreb|3|Agnieszka|Poland|10|- The rooms are clean and modern, equipped with kettle and air-condition, - Fast Wi-Fi connection in the whole building, - Staff is very friendly and helpful, - Location is good - not far away from the city center, close to Lidl supermarket. Overall impression is great, I am sure I will be back soon!|- Breakfasts could be better, - There is no elevator and taking a huge luggage to the second floor might be a challenge.
Hotel Forty Two|Zagreb|3|Valerij|Hungary|9.6|Lady on the reception was very kind! Thank you for excellent service.|-
Hotel Forty Two|Zagreb|3|Iblatv|United Kingdom|9.2|Everything was extremely clean! Staff very friendly and welcoming. About 10min on tram from central.|We were surprised that they allow people to smoke inside. One evening we entered hotel and the dining room at the entrance was filled with cigarette smoke.
Hotel Forty Two|Zagreb|3|Lenka|Czech Republic|9.6|Lady at the reception was very nice, friendly also arranged dinner to bring to my room after late arrival. Breakfast very nice, everywhere clean. Nice modern hotel near centre.|Room at ground floor is next to street and next to dining room. So better take rooms on the uper floor.
Hotel Forty Two|Zagreb|3|Johnny_co_co|Poland|8.3|nicely renovated and furnished (interior) boutique style hotel. Also staff was very friendly, smiled and helfull|breakfast could be more differentiated, however coffee was very good
Hotel Forty Two|Zagreb|3|Igor|Macedonia|10|Extra comfort bed, the staff was extremely polite, and the service overall was 10++.|Depending on expectations but for business trip it is a nice place to stay, close to downtown and still in a quiet area of the city. Nice indeed!
Hotel Forty Two|Zagreb|3|Dzan|Bosnia and Herzegovina|7.9|Rooms are good|Breakfast poor
Hotel Forty Two|Zagreb|3|Amanda|Croatia|9.6|Great value for money. Not in the city centre, but has parking apace nearby and easy access by public transportation. Supermarkets and stores within 500 meters|-
Hotel Forty Two|Zagreb|3|Ivan|Croatia|9.2|Modern, comfortable, clean and fairly good price|-
Hotel Forty Two|Zagreb|3|Jordan|United Kingdom|8.8|Hotel and staff very good.|Location too far out enough to put me off staying here again
Hotel Forty Two|Zagreb|3|Marek|Czech Republic|9.6|For a 3* hotel rather a clear 4* quality interior and design, decent breakfast. Exceptionally comfortable bed as we prefer harder mattraces. Free parking just 40m away. Had no problem with an extra kid aged 8 staying in our bed.|-
Hotel Forty Two|Zagreb|3|Valerij|Germany|10|Air conditioner, clean room, big bed. Breakfast ok. Free parking places near hotel.|Thin walls, you hear talks in the main floor, but acceptable.
Hotel Forty Two|Zagreb|3|Jernej|Slovenia|10|Very good breakfast, nice staff! Thumbs up.|/
Hotel Forty Two|Zagreb|3|Annaliese|South Africa|7.9|Clean and helpful staff. Good breakfast.|Too far from the old city
Hotel Forty Two|Zagreb|3|Milan|Croatia|8.3|new hotel, almost sterile clean, decent breakfest|No view, small room window. Nothing to complain, but nothing to like either
Hotel Forty Two|Zagreb|3|Agnieszka|Poland|10|- The rooms are clean and modern, equipped with kettle and air-condition, - Fast Wi-Fi connection in the whole building, - Staff is very friendly and helpful, - Location is good - not far away from the city center, close to Lidl supermarket. Overall impression is great, I am sure I will be back soon!|- Breakfasts could be better, - There is no elevator and taking a huge luggage to the second floor might be a challenge.
Hotel Forty Two|Zagreb|3|Iblatv|United Kingdom|9.2|Everything was extremely clean! Staff very friendly and welcoming. About 10min on tram from central.|We were surprised that they allow people to smoke inside. One evening we entered hotel and the dining room at the entrance was filled with cigarette smoke.
Hotel Forty Two|Zagreb|3|Lenka|Czech Republic|9.6|Lady at the reception was very nice, friendly also arranged dinner to bring to my room after late arrival. Breakfast very nice, everywhere clean. Nice modern hotel near centre.|Room at ground floor is next to street and next to dining room. So better take rooms on the uper floor.
Hotel Forty Two|Zagreb|3|Valerij|Hungary|9.6|Lady on the reception was very kind! Thank you for excellent service.|-
Hotel Forty Two|Zagreb|3|Igor|Macedonia|10|Extra comfort bed, the staff was extremely polite, and the service overall was 10++.|Depending on expectations but for business trip it is a nice place to stay, close to downtown and still in a quiet area of the city. Nice indeed!
Hotel Forty Two|Zagreb|3|Johnny_co_co|Poland|8.3|nicely renovated and furnished (interior) boutique style hotel. Also staff was very friendly, smiled and helfull|breakfast could be more differentiated, however coffee was very good
Hotel Forty Two|Zagreb|3|Dzan|Bosnia and Herzegovina|7.9|Rooms are good|Breakfast poor
Hotel Forty Two|Zagreb|3|Amanda|Croatia|9.6|Great value for money. Not in the city centre, but has parking apace nearby and easy access by public transportation. Supermarkets and stores within 500 meters|-
Hotel Forty Two|Zagreb|3|Ivan|Croatia|9.2|Modern, comfortable, clean and fairly good price|-
Hotel Forty Two|Zagreb|3|Boyan|Bulgaria|9.2|Breakfast and staff|Location is far away from center...
Hotel Forty Two|Zagreb|3|Business|Serbia|7.1|I never sleep in smaller room for Hotel 3 star less than 8m2|-
Hotel Forty Two|Zagreb|3|Patrik|Slovenia|9.6|nice rooms|-
Hotel Forty Two|Zagreb|3|Lamija|Bosnia and Herzegovina|9.2|Our stay at the hotel Forty two was nice...... friendly staff was polite and helpful....there is parking behind the hotel, and also two parking places in front of the hotel...... Breakfast was also great with wide choice for everyone.....rooms are clean.... I highly recommend it!|-
Hotel Forty Two|Zagreb|3|Charmingqatar|United Kingdom|10|Very Friendly staff. Everything else is as i expected it to be. breakfast was good as well. Perfect for my one night lay over in Zagreb.|Nothing.
Hotel Forty Two|Zagreb|3|Adel|Saudi Arabia|10|The best|-
Hotel Forty Two|Zagreb|3|Marija|Croatia|10|I fell in love with the hotel even before booking it, I knew it will meet my expectations. Nice, spotlessly clean room and bathroom, decorated in details. Hard working staff and nice, more like private breakfast. If you are looking for a romantic place this is the one, here you will feel like in a 5 star hotel.|-
Hotel Forty Two|Zagreb|3|Matej|Slovenia|9.6|Close to my meeting place. Room has everything what I needed although it was rather small.|-
Hotel Forty Two|Zagreb|3|Igor|Macedonia|10|Extra comfort bed, the staff was extremely polite, and the service overall was 10++.|Depending on expectations but for business trip it is a nice place to stay, close to downtown and still in a quiet area of the city. Nice indeed!
Hotel Forty Two|Zagreb|3|Monika|United Kingdom|9.2|Not really in town centre, but only 5 min drive.|-
Hotel Forty Two|Zagreb|3|Jozef|Slovakia|8.8|Free parking,good breakfast|Not enough space in the room for breakfast
Hotel Forty Two|Zagreb|3|Johnny_co_co|Poland|8.3|nicely renovated and furnished (interior) boutique style hotel. Also staff was very friendly, smiled and helfull|breakfast could be more differentiated, however coffee was very good
Hotel Forty Two|Zagreb|3|Dzan|Bosnia and Herzegovina|7.9|Rooms are good|Breakfast poor
Hotel Forty Two|Zagreb|3|Amanda|Croatia|9.6|Great value for money. Not in the city centre, but has parking apace nearby and easy access by public transportation. Supermarkets and stores within 500 meters|-
Hotel Forty Two|Zagreb|3|Ivan|Croatia|9.2|Modern, comfortable, clean and fairly good price|-
Hotel Forty Two|Zagreb|3|Boyan|Bulgaria|9.2|Breakfast and staff|Location is far away from center...
Hotel Forty Two|Zagreb|3|Business|Serbia|7.1|I never sleep in smaller room for Hotel 3 star less than 8m2|-
Hotel Forty Two|Zagreb|3|Lamija|Bosnia and Herzegovina|9.2|Our stay at the hotel Forty two was nice...... friendly staff was polite and helpful....there is parking behind the hotel, and also two parking places in front of the hotel...... Breakfast was also great with wide choice for everyone.....rooms are clean.... I highly recommend it!|-
Hotel Forty Two|Zagreb|3|Matej|Slovenia|9.6|Close to my meeting place. Room has everything what I needed although it was rather small.|-
Hotel Forty Two|Zagreb|3|Patrik|Slovenia|9.6|nice rooms|-
Hotel Forty Two|Zagreb|3|Charmingqatar|United Kingdom|10|Very Friendly staff. Everything else is as i expected it to be. breakfast was good as well. Perfect for my one night lay over in Zagreb.|Nothing.
Hotel Forty Two|Zagreb|3|Jozef|Slovakia|8.8|Free parking,good breakfast|Not enough space in the room for breakfast
Hotel Forty Two|Zagreb|3|Marija|Croatia|10|I fell in love with the hotel even before booking it, I knew it will meet my expectations. Nice, spotlessly clean room and bathroom, decorated in details. Hard working staff and nice, more like private breakfast. If you are looking for a romantic place this is the one, here you will feel like in a 5 star hotel.|-
Hotel Forty Two|Zagreb|3|Hferenc|Hungary|9.6|The room was surprisingly comfortable, bigger and cleaner than some four-stars hotels' room. Some kind of pleasing cleany smell flooded from the bathroom and from bed clothes, which was really nice. The bed was amazing, comfortable with hard but healthy mattress. There was silent, so we could relax well. The breakfast and the coffe was quite good and enough. The staff was kind, helpful and polite.|-
Hotel Forty Two|Zagreb|3|Adel|Saudi Arabia|10|The best|-
Hotel Forty Two|Zagreb|3|Valentina|Bulgaria|9.2|Very clean, very nice , new and comfortable ,the owners ordered for us pizza for dinner|there are no restaurants around
Hotel Forty Two|Zagreb|3|Amela|Bosnia and Herzegovina|9.6|Clean and cosy, polite staff.|The neighbourhood
